geography_type,geoid,name,acs_period,source_variable,duration,estimate_grandparents_in_duration,moe_grandparents_in_duration,denominator_responsible_grandparents,denominator_moe,percent_of_responsible_grandparents,percent_moe,percent_ci90_lower,percent_ci90_upper,precision_disposition,duration_reconciliation_status
Georgia place,1336052,"Hahira city, Georgia",2020-2024,B10050_004,Less than six months,23,38,23,38,100,233.65267552251137,0,100,Percentage MOE exceeds 50% of estimate,Pass
Georgia place,1336220,"Hamilton city, Georgia",2020-2024,B10050_004,Less than six months,0,14,5,9,0,280,0,100,Unavailable MOE or zero percentage,Pass
Georgia place,1336276,"Hampton city, Georgia",2020-2024,B10050_004,Less than six months,0,20,126,89,0,15.873015873015872,0,15.873015873015872,Unavailable MOE or zero percentage,Pass
Georgia place,1336416,"Hannahs Mill CDP, Georgia",2020-2024,B10050_004,Less than six months,0,14,57,66,0,24.561403508771928,0,24.561403508771928,Unavailable MOE or zero percentage,Pass
Georgia place,1336472,"Hapeville city, Georgia",2020-2024,B10050_004,Less than six months,0,20,0,20,NA,NA,NA,NA,Missing input or nonpositive denominator,Pass
Georgia place,1336528,"Haralson town, Georgia",2020-2024,B10050_004,Less than six months,0,14,0,14,NA,NA,NA,NA,Missing input or nonpositive denominator,Pass
Georgia place,1336668,"Hardwick CDP, Georgia",2020-2024,B10050_004,Less than six months,0,14,38,43,0,36.84210526315789,0,36.84210526315789,Unavailable MOE or zero percentage,Pass
Georgia place,1336696,"Harlem city, Georgia",2020-2024,B10050_004,Less than six months,0,14,165,141,0,8.484848484848486,0,8.484848484848486,Unavailable MOE or zero percentage,Pass
Georgia place,1336920,"Harrison town, Georgia",2020-2024,B10050_004,Less than six months,0,14,2,4,0,700,0,100,Unavailable MOE or zero percentage,Pass
Georgia place,1337144,"Hartwell city, Georgia",2020-2024,B10050_004,Less than six months,18,34,90,73,20,34.11744421846396,0,54.11744421846396,Percentage MOE exceeds 50% of estimate,Pass
Georgia place,1337396,"Hawkinsville city, Georgia",2020-2024,B10050_004,Less than six months,0,14,0,14,NA,NA,NA,NA,Missing input or nonpositive denominator,Pass
Georgia place,1337564,"Hazlehurst city, Georgia",2020-2024,B10050_004,Less than six months,0,14,49,67,0,28.57142857142857,0,28.57142857142857,Unavailable MOE or zero percentage,Pass
Georgia place,1337788,"Helen city, Georgia",2020-2024,B10050_004,Less than six months,0,14,0,14,NA,NA,NA,NA,Missing input or nonpositive denominator,Pass
Georgia place,1337910,"Henderson CDP, Georgia",2020-2024,B10050_004,Less than six months,0,14,0,14,NA,NA,NA,NA,Missing input or nonpositive denominator,Pass
Georgia place,1338040,"Hephzibah city, Georgia",2020-2024,B10050_004,Less than six months,0,14,39,37,0,35.8974358974359,0,35.8974358974359,Unavailable MOE or zero percentage,Pass
Georgia place,1338105,"Heron Bay CDP, Georgia",2020-2024,B10050_004,Less than six months,0,14,29,40,0,48.27586206896552,0,48.27586206896552,Unavailable MOE or zero percentage,Pass
Georgia place,1338124,"Hiawassee city, Georgia",2020-2024,B10050_004,Less than six months,0,14,80,84,0,17.5,0,17.5,Unavailable MOE or zero percentage,Pass
Georgia place,1338292,"Hickox CDP, Georgia",2020-2024,B10050_004,Less than six months,0,14,0,14,NA,NA,NA,NA,Missing input or nonpositive denominator,Pass
Georgia place,1338348,"Higgston town, Georgia",2020-2024,B10050_004,Less than six months,0,14,2,6,0,700,0,100,Unavailable MOE or zero percentage,Pass
Georgia place,1338866,"Hilltop CDP, Georgia",2020-2024,B10050_004,Less than six months,0,14,0,14,NA,NA,NA,NA,Missing input or nonpositive denominator,Pass
Georgia place,1338920,"Hiltonia town, Georgia",2020-2024,B10050_004,Less than six months,0,14,5,8,0,280,0,100,Unavailable MOE or zero percentage,Pass
Georgia place,1339076,"Hiram city, Georgia",2020-2024,B10050_004,Less than six months,0,20,13,27,0,153.84615384615387,0,100,Unavailable MOE or zero percentage,Pass
Georgia place,1339216,"Hoboken city, Georgia",2020-2024,B10050_004,Less than six months,0,14,3,5,0,466.6666666666667,0,100,Unavailable MOE or zero percentage,Pass
Georgia place,1339244,"Hogansville city, Georgia",2020-2024,B10050_004,Less than six months,11,18,11,18,100,231.416764751961,0,100,Percentage MOE exceeds 50% of estimate,Pass
Georgia place,1339524,"Holly Springs city, Georgia",2020-2024,B10050_004,Less than six months,0,23,48,64,0,47.91666666666667,0,47.91666666666667,Unavailable MOE or zero percentage,Pass
Georgia place,1339692,"Homeland city, Georgia",2020-2024,B10050_004,Less than six months,0,14,2,3,0,700,0,100,Unavailable MOE or zero percentage,Pass
Georgia place,1339720,"Homer town, Georgia",2020-2024,B10050_004,Less than six months,0,14,7,12,0,200,0,100,Unavailable MOE or zero percentage,Pass
Georgia place,1339748,"Homerville city, Georgia",2020-2024,B10050_004,Less than six months,0,14,14,18,0,100,0,100,Unavailable MOE or zero percentage,Pass
Georgia place,1340028,"Hortense CDP, Georgia",2020-2024,B10050_004,Less than six months,0,14,0,14,NA,NA,NA,NA,Missing input or nonpositive denominator,Pass
Georgia place,1340056,"Hoschton city, Georgia",2020-2024,B10050_004,Less than six months,4,9,34,32,11.76470588235294,24.043463675110168,0,35.80816955746311,Percentage MOE exceeds 50% of estimate,Pass
Georgia place,1340196,"Howard CDP, Georgia",2020-2024,B10050_004,Less than six months,0,14,0,14,NA,NA,NA,NA,Missing input or nonpositive denominator,Pass
Georgia place,1340532,"Hull city, Georgia",2020-2024,B10050_004,Less than six months,0,14,0,14,NA,NA,NA,NA,Missing input or nonpositive denominator,Pass
Georgia place,1340812,"Ideal city, Georgia",2020-2024,B10050_004,Less than six months,36,52,54,58,66.66666666666666,64.38718424891505,2.279482417751609,100,Percentage MOE exceeds 50% of estimate,Pass
Georgia place,1340840,"Ila city, Georgia",2020-2024,B10050_004,Less than six months,0,14,0,14,NA,NA,NA,NA,Missing input or nonpositive denominator,Pass
Georgia place,1341036,"Indian Springs CDP, Georgia",2020-2024,B10050_004,Less than six months,0,14,0,14,NA,NA,NA,NA,Missing input or nonpositive denominator,Pass
Georgia place,1341344,"Iron City town, Georgia",2020-2024,B10050_004,Less than six months,0,14,6,9,0,233.33333333333337,0,100,Unavailable MOE or zero percentage,Pass
Georgia place,1341347,"Irondale CDP, Georgia",2020-2024,B10050_004,Less than six months,84,132,275,225,30.545454545454547,40.98064366062532,0,71.52609820607987,Percentage MOE exceeds 50% of estimate,Pass
Georgia place,1341400,"Irwinton city, Georgia",2020-2024,B10050_004,Less than six months,3,4,5,5,60,52.91502622129182,7.084973778708182,100,Percentage MOE exceeds 50% of estimate,Pass
Georgia place,1341484,"Isle of Hope CDP, Georgia",2020-2024,B10050_004,Less than six months,0,14,0,14,NA,NA,NA,NA,Missing input or nonpositive denominator,Pass
Georgia place,1341540,"Ivey city, Georgia",2020-2024,B10050_004,Less than six months,0,14,16,18,0,87.5,0,87.5,Unavailable MOE or zero percentage,Pass
Georgia place,1341596,"Jackson city, Georgia",2020-2024,B10050_004,Less than six months,0,20,9,25,0,222.22222222222223,0,100,Unavailable MOE or zero percentage,Pass
Georgia place,1341708,"Jacksonville city, Georgia",2020-2024,B10050_004,Less than six months,0,14,0,14,NA,NA,NA,NA,Missing input or nonpositive denominator,Pass
Georgia place,1341792,"Jakin city, Georgia",2020-2024,B10050_004,Less than six months,0,14,2,3,0,700,0,100,Unavailable MOE or zero percentage,Pass
Georgia place,1341932,"Jasper city, Georgia",2020-2024,B10050_004,Less than six months,0,14,81,58,0,17.28395061728395,0,17.28395061728395,Unavailable MOE or zero percentage,Pass
Georgia place,1341988,"Jefferson city, Georgia",2020-2024,B10050_004,Less than six months,0,23,106,74,0,21.69811320754717,0,21.69811320754717,Unavailable MOE or zero percentage,Pass
Georgia place,1342100,"Jeffersonville city, Georgia",2020-2024,B10050_004,Less than six months,0,14,17,19,0,82.35294117647058,0,82.35294117647058,Unavailable MOE or zero percentage,Pass
Georgia place,1342128,"Jekyll Island CDP, Georgia",2020-2024,B10050_004,Less than six months,0,14,0,14,NA,NA,NA,NA,Missing input or nonpositive denominator,Pass
Georgia place,1342156,"Jenkinsburg city, Georgia",2020-2024,B10050_004,Less than six months,0,14,0,14,NA,NA,NA,NA,Missing input or nonpositive denominator,Pass
Georgia place,1342184,"Jersey city, Georgia",2020-2024,B10050_004,Less than six months,0,14,22,33,0,63.63636363636363,0,63.63636363636363,Unavailable MOE or zero percentage,Pass
Georgia place,1342268,"Jesup city, Georgia",2020-2024,B10050_004,Less than six months,0,20,15,26,0,133.33333333333331,0,100,Unavailable MOE or zero percentage,Pass
Georgia place,1342425,"Johns Creek city, Georgia",2020-2024,B10050_004,Less than six months,45,64,207,117,21.73913043478261,28.371400489943856,0,50.11053092472646,Percentage MOE exceeds 50% of estimate,Pass
Georgia place,1342604,"Jonesboro city, Georgia",2020-2024,B10050_004,Less than six months,0,20,0,20,NA,NA,NA,NA,Missing input or nonpositive denominator,Pass
Georgia place,1342772,"Juliette CDP, Georgia",2020-2024,B10050_004,Less than six months,0,14,0,14,NA,NA,NA,NA,Missing input or nonpositive denominator,Pass
Georgia place,1342800,"Junction City town, Georgia",2020-2024,B10050_004,Less than six months,0,14,2,4,0,700,0,100,Unavailable MOE or zero percentage,Pass
Georgia place,1343192,"Kennesaw city, Georgia",2020-2024,B10050_004,Less than six months,10,19,262,160,3.816793893129771,6.867112694477029,0,10.6839065876068,Percentage MOE exceeds 50% of estimate,Pass
Georgia place,1343210,"Kennesaw State University CDP, Georgia",2020-2024,B10050_004,Less than six months,0,14,0,14,NA,NA,NA,NA,Missing input or nonpositive denominator,Pass
Georgia place,1343360,"Keysville city, Georgia",2020-2024,B10050_004,Less than six months,0,14,3,7,0,466.6666666666667,0,100,Unavailable MOE or zero percentage,Pass
Georgia place,1343580,"Kings Bay Base CDP, Georgia",2020-2024,B10050_004,Less than six months,0,14,0,14,NA,NA,NA,NA,Missing input or nonpositive denominator,Pass
Georgia place,1343640,"Kingsland city, Georgia",2020-2024,B10050_004,Less than six months,54,74,89,82,60.67415730337079,61.54860909118837,0,100,Percentage MOE exceeds 50% of estimate,Pass
Georgia place,1343668,"Kingston city, Georgia",2020-2024,B10050_004,Less than six months,0,14,15,19,0,93.33333333333331,0,93.33333333333331,Unavailable MOE or zero percentage,Pass
Georgia place,1343892,"Kite city, Georgia",2020-2024,B10050_004,Less than six months,0,14,0,14,NA,NA,NA,NA,Missing input or nonpositive denominator,Pass
Georgia place,1344060,"Knoxville CDP, Georgia",2020-2024,B10050_004,Less than six months,0,14,0,14,NA,NA,NA,NA,Missing input or nonpositive denominator,Pass
Georgia place,1344312,"LaFayette city, Georgia",2020-2024,B10050_004,Less than six months,0,20,160,166,0,12.5,0,12.5,Unavailable MOE or zero percentage,Pass
Georgia place,1344508,"Lake City city, Georgia",2020-2024,B10050_004,Less than six months,5,10,11,14,45.45454545454545,70.1262923490791,0,100,Percentage MOE exceeds 50% of estimate,Pass
Georgia place,1344592,"Lakeland city, Georgia",2020-2024,B10050_004,Less than six months,0,14,61,59,0,22.950819672131143,0,22.950819672131143,Unavailable MOE or zero percentage,Pass
Georgia place,1344704,"Lake Park city, Georgia",2020-2024,B10050_004,Less than six months,0,14,0,14,NA,NA,NA,NA,Missing input or nonpositive denominator,Pass
Georgia place,1344900,"Lakeview CDP, Georgia",2020-2024,B10050_004,Less than six months,0,14,62,75,0,22.58064516129032,0,22.58064516129032,Unavailable MOE or zero percentage,Pass
Georgia place,1344956,"Lakeview Estates CDP, Georgia",2020-2024,B10050_004,Less than six months,0,14,45,79,0,31.11111111111111,0,31.11111111111111,Unavailable MOE or zero percentage,Pass
Georgia place,1345460,"Lavonia city, Georgia",2020-2024,B10050_004,Less than six months,0,14,0,14,NA,NA,NA,NA,Missing input or nonpositive denominator,Pass
Georgia place,1345488,"Lawrenceville city, Georgia",2020-2024,B10050_004,Less than six months,0,30,181,118,0,16.574585635359114,0,16.574585635359114,Unavailable MOE or zero percentage,Pass
Georgia place,1345600,"Leary city, Georgia",2020-2024,B10050_004,Less than six months,0,14,3,6,0,466.6666666666667,0,100,Unavailable MOE or zero percentage,Pass
Georgia place,1345768,"Leesburg city, Georgia",2020-2024,B10050_004,Less than six months,77,119,99,121,77.77777777777779,73.56489281709304,4.212884960684747,100,Percentage MOE exceeds 50% of estimate,Pass
Georgia place,1345936,"Lenox town, Georgia",2020-2024,B10050_004,Less than six months,0,14,0,14,NA,NA,NA,NA,Missing input or nonpositive denominator,Pass
Georgia place,1346020,"Leslie city, Georgia",2020-2024,B10050_004,Less than six months,0,14,1,3,0,1400,0,100,Unavailable MOE or zero percentage,Pass
Georgia place,1346188,"Lexington city, Georgia",2020-2024,B10050_004,Less than six months,0,14,0,14,NA,NA,NA,NA,Missing input or nonpositive denominator,Pass
Georgia place,1346356,"Lilburn city, Georgia",2020-2024,B10050_004,Less than six months,0,23,20,29,0,115,0,100,Unavailable MOE or zero percentage,Pass
Georgia place,1346384,"Lilly city, Georgia",2020-2024,B10050_004,Less than six months,0,14,3,5,0,466.6666666666667,0,100,Unavailable MOE or zero percentage,Pass
Georgia place,1346524,"Lincoln Park CDP, Georgia",2020-2024,B10050_004,Less than six months,0,14,0,14,NA,NA,NA,NA,Missing input or nonpositive denominator,Pass
Georgia place,1346552,"Lincolnton city, Georgia",2020-2024,B10050_004,Less than six months,0,14,3,6,0,466.6666666666667,0,100,Unavailable MOE or zero percentage,Pass
Georgia place,1346580,"Lindale CDP, Georgia",2020-2024,B10050_004,Less than six months,0,14,40,45,0,35,0,35,Unavailable MOE or zero percentage,Pass
Georgia place,1346832,"Lithia Springs CDP, Georgia",2020-2024,B10050_004,Less than six months,51,69,58,74,87.93103448275862,39.58125519147738,48.34977929128124,100,Caregiver count MOE exceeds 50% of estimate,Pass
Georgia place,1346860,"Lithonia city, Georgia",2020-2024,B10050_004,Less than six months,0,14,62,51,0,22.58064516129032,0,22.58064516129032,Unavailable MOE or zero percentage,Pass
Georgia place,1347140,"Locust Grove city, Georgia",2020-2024,B10050_004,Less than six months,0,23,215,143,0,10.69767441860465,0,10.69767441860465,Unavailable MOE or zero percentage,Pass
Georgia place,1347196,"Loganville city, Georgia",2020-2024,B10050_004,Less than six months,0,23,50,57,0,46,0,46,Unavailable MOE or zero percentage,Pass
Georgia place,1347252,"Lone Oak town, Georgia",2020-2024,B10050_004,Less than six months,0,14,33,37,0,42.42424242424242,0,42.42424242424242,Unavailable MOE or zero percentage,Pass
Georgia place,1347336,"Lookout Mountain city, Georgia",2020-2024,B10050_004,Less than six months,0,14,0,14,NA,NA,NA,NA,Missing input or nonpositive denominator,Pass
Georgia place,1347560,"Louisville city, Georgia",2020-2024,B10050_004,Less than six months,0,14,12,18,0,116.66666666666669,0,100,Unavailable MOE or zero percentage,Pass
Georgia place,1347616,"Lovejoy city, Georgia",2020-2024,B10050_004,Less than six months,0,23,116,87,0,19.82758620689655,0,19.82758620689655,Unavailable MOE or zero percentage,Pass
Georgia place,1347784,"Ludowici city, Georgia",2020-2024,B10050_004,Less than six months,0,14,21,24,0,66.66666666666666,0,66.66666666666666,Unavailable MOE or zero percentage,Pass
Georgia place,1347896,"Lula city, Georgia",2020-2024,B10050_004,Less than six months,0,14,43,38,0,32.55813953488372,0,32.55813953488372,Unavailable MOE or zero percentage,Pass
Georgia place,1347952,"Lumber City city, Georgia",2020-2024,B10050_004,Less than six months,0,14,2,3,0,700,0,100,Unavailable MOE or zero percentage,Pass
Georgia place,1347980,"Lumpkin city, Georgia",2020-2024,B10050_004,Less than six months,0,14,0,14,NA,NA,NA,NA,Missing input or nonpositive denominator,Pass
Georgia place,1348008,"Luthersville city, Georgia",2020-2024,B10050_004,Less than six months,0,14,7,13,0,200,0,100,Unavailable MOE or zero percentage,Pass
Georgia place,1348092,"Lyerly town, Georgia",2020-2024,B10050_004,Less than six months,0,14,5,6,0,280,0,100,Unavailable MOE or zero percentage,Pass
Georgia place,1348232,"Lyons city, Georgia",2020-2024,B10050_004,Less than six months,0,14,85,98,0,16.470588235294116,0,16.470588235294116,Unavailable MOE or zero percentage,Pass
Georgia place,1348428,"McCaysville city, Georgia",2020-2024,B10050_004,Less than six months,9,16,32,41,28.125,34.66219142001968,0,62.78719142001968,Percentage MOE exceeds 50% of estimate,Pass
Georgia place,1348624,"McDonough city, Georgia",2020-2024,B10050_004,Less than six months,0,30,203,155,0,14.77832512315271,0,14.77832512315271,Unavailable MOE or zero percentage,Pass
Georgia place,1348848,"McIntyre town, Georgia",2020-2024,B10050_004,Less than six months,0,14,0,14,NA,NA,NA,NA,Missing input or nonpositive denominator,Pass
Georgia place,1349100,"McRae-Helena city, Georgia",2020-2024,B10050_004,Less than six months,0,20,33,43,0,60.60606060606061,0,60.60606060606061,Unavailable MOE or zero percentage,Pass
Georgia place,1349196,"Madison city, Georgia",2020-2024,B10050_004,Less than six months,0,14,0,14,NA,NA,NA,NA,Missing input or nonpositive denominator,Pass
Georgia place,1349504,"Manassas city, Georgia",2020-2024,B10050_004,Less than six months,0,14,0,14,NA,NA,NA,NA,Missing input or nonpositive denominator,Pass
